original_title,title,release_date,budget,revenue,popularity,vote_average,vote_count
The Tourist,The Tourist,2010-12-08,100000000,278731369,41.426678,6.0,1699
End of Days,End of Days,1999-11-24,100000000,211989043,20.652943,5.5,482
Blood Diamond,Blood Diamond,2006-12-07,100000000,170877916,52.792678,7.3,2281
The Wolf of Wall Street,The Wolf of Wall Street,2013-12-25,100000000,392000694,95.00793399999999,7.9,6571
Batman Forever,Batman Forever,1995-05-31,100000000,336529144,48.205606,5.2,1498
Starship Troopers,Starship Troopers,1997-11-06,105000000,121214377,58.782359,6.7,1560
Cloud Atlas,Cloud Atlas,2012-10-26,102000000,130482868,73.872343,6.6,2977
Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,80000000,140073390,37.321847999999996,6.5,703
Catwoman,Catwoman,2004-07-22,100000000,82102379,32.271938,4.2,808
Hercules,Hercules,2014-07-23,100000000,243400000,76.842247,5.6,1680
Treasure Planet,Treasure Planet,2002-11-26,140000000,109578115,38.924136,7.2,948
Land of the Lost,Land of the Lost,2009-06-05,100000000,68688831,19.38841,5.3,381
The Expendables 3,The Expendables 3,2014-08-04,90000000,206172544,61.025639,6.1,1795
Point Break,Point Break,2015-12-03,105000000,133718711,33.507289,5.5,783
In the Heart of the Sea,In the Heart of the Sea,2015-11-20,100000000,93820758,50.767332,6.5,1276
The Adventures of Pluto Nash,The Adventures of Pluto Nash,2002-08-15,100000000,7103973,12.092241,4.4,142
Green Zone,Green Zone,2010-03-11,100000000,94882889,30.254021,6.4,717
The Peanuts Movie,The Peanuts Movie,2015-11-05,99000000,246233113,34.308098,6.5,604
The Spanish Prisoner,The Spanish Prisoner,1997-09-08,10000000,13835130,3.091077,7.1,73
The Mummy Returns,The Mummy Returns,2001-04-28,98000000,433013274,41.862983,6.0,2206
Gangs of New York,Gangs of New York,2002-12-14,100000000,193772504,46.160047999999996,7.1,1910
金陵十三釵,The Flowers of War,2011-12-15,94000000,95311434,12.516546,7.1,187
Surf's Up,Surf's Up,2007-06-08,85000000,149044513,23.230851,5.9,601
The Stepford Wives,The Stepford Wives,2004-06-10,90000000,102000000,19.224754,5.4,334
Black Hawk Down,Black Hawk Down,2001-12-28,92000000,172989651,44.455166,7.2,1811
The Fifth Element,The Fifth Element,1997-05-07,90000000,263920180,109.528572,7.3,3885
Sex and the City 2,Sex and the City 2,2010-05-26,100000000,288347692,18.325897,5.4,426
The Road to El Dorado,The Road to El Dorado,2000-03-31,95000000,76432727,37.054553999999996,7.0,858
Ice Age: Continental Drift,Ice Age: Continental Drift,2012-06-26,95000000,877244782,65.22986800000001,6.2,2672
Cinderella,Cinderella,2015-03-12,95000000,543514353,101.18705200000001,6.7,2374
The Lovely Bones,The Lovely Bones,2009-12-26,65000000,93525586,29.257137,6.6,1065
Finding Nemo,Finding Nemo,2003-05-30,94000000,940335536,85.688789,7.6,6122
The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,2003-12-01,94000000,1118888979,123.63033200000001,8.1,8064
The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,2002-12-18,79000000,926287400,106.914973,8.0,7487
Seventh Son,Seventh Son,2014-12-12,95000000,114178613,63.628459,5.2,957
Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,2001-06-11,115000000,274703340,41.498631,5.7,2192
Transcendence,Transcendence,2014-04-16,100000000,103039258,58.991388,5.9,2295
Jurassic Park III,Jurassic Park III,2001-07-18,93000000,368780809,1.859364,5.7,2077
Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011-08-03,93000000,482860185,138.433168,7.0,4347
The Spiderwick Chronicles,The Spiderwick Chronicles,2008-02-14,90000000,162839667,21.436682,6.3,572
A Good Day to Die Hard,A Good Day to Die Hard,2013-02-06,92000000,304654182,65.40259499999999,5.2,3493
The Alamo,The Alamo,2004-04-07,145000000,25819961,10.660441,5.8,106
The Incredibles,The Incredibles,2004-11-05,92000000,631442092,77.817571,7.4,5152
Cutthroat Island,Cutthroat Island,1995-12-22,98000000,10017322,7.029308,5.7,136
Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,95000000,226497209,61.121717000000004,6.0,2010
Men in Black,Men in Black,1997-07-02,90000000,589390539,104.121555,6.9,4412
Toy Story 2,Toy Story 2,1999-10-30,90000000,497366869,73.575118,7.3,3806
Unstoppable,Unstoppable,2010-11-04,100000000,167805466,37.698465,6.3,1165
Rush Hour 2,Rush Hour 2,2001-08-03,90000000,347325802,35.814765,6.4,1054
What Lies Beneath,What Lies Beneath,2000-07-21,100000000,155464351,15.835672,6.3,488
Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,2009-09-17,100000000,242988466,46.781182,6.5,1747
Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,2009-06-29,90000000,886686817,69.457898,6.5,2271
The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013-12-18,90000000,188133322,43.348022,7.0,3144
Charlie's Angels,Charlie's Angels,2000-11-02,92000000,264105545,40.20395,5.6,1232
The Departed,The Departed,2006-10-05,90000000,289847354,63.429157,7.9,4339
Mulan,Mulan,1998-06-18,90000000,304320254,67.427755,7.6,2008
Tropic Thunder,Tropic Thunder,2008-08-09,92000000,188072649,43.192048,6.5,1667
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011-12-14,90000000,232617430,47.651083,7.2,2434
Die Hard: With a Vengeance,Die Hard: With a Vengeance,1995-05-19,90000000,366101666,51.881077000000005,6.9,2066
Sherlock Holmes,Sherlock Holmes,2009-12-23,90000000,524028679,57.834787,7.0,5766
Ben-Hur,Ben-Hur,2016-08-17,100000000,94061311,29.608321999999998,5.3,621
Atlantis: The Lost Empire,Atlantis: The Lost Empire,2001-06-02,120000000,186053725,51.548589,6.7,1224
Valkyrie,Valkyrie,2008-12-25,75000000,200276000,38.832842,6.7,1173
You Don't Mess with the Zohan,You Don't Mess with the Zohan,2008-06-05,90000000,201596308,40.597344,5.5,1048
Pixels,Pixels,2015-07-16,88000000,243637091,140.849495,5.6,2513
A.I. Artificial Intelligence,A.I. Artificial Intelligence,2001-06-29,100000000,235926552,34.035114,6.8,1974
The Haunted Mansion,The Haunted Mansion,2003-11-25,90000000,182290266,16.302378,5.2,466
Contact,Contact,1997-07-11,90000000,171120329,55.249433999999994,7.2,1308
Hollow Man,Hollow Man,2000-08-04,95000000,190213455,28.200874,5.6,634
The Interpreter,The Interpreter,2005-04-08,80000000,162944923,18.69984,6.2,392
Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013-08-07,90000000,174578751,40.262260999999995,5.9,1648
Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,95000000,156505388,56.81105600000001,5.5,1418
Now You See Me 2,Now You See Me 2,2016-06-02,90000000,334901337,51.535701,6.7,3235
The Saint,The Saint,1997-04-03,68000000,118063304,20.913852,5.9,302
Spy Game,Spy Game,2001-11-18,92000000,143049560,27.166757,6.8,579
Mission to Mars,Mission to Mars,2000-03-10,90000000,60874615,16.058284,5.7,369
Rio,Rio,2011-04-03,90000000,484635760,46.200041999999996,6.5,2166
Bicentennial Man,Bicentennial Man,1999-12-17,100000000,93700000,24.939295,6.9,963
The Devil's Own,The Devil's Own,1997-03-12,90000000,140807547,15.350451000000001,5.9,290
K-19: The Widowmaker,K-19: The Widowmaker,2002-07-19,100000000,35168966,15.625948999999999,6.1,264
Conan the Barbarian,Conan the Barbarian,1982-04-02,20000000,79114085,31.802807,6.6,650
Cinderella Man,Cinderella Man,2005-06-02,88000000,108539911,24.100863,7.3,616
The Nutcracker: The Untold Story,The Nutcracker: The Untold Story,2010-11-24,90000000,16178959,3.593349,5.4,50
Seabiscuit,Seabiscuit,2003-07-22,87000000,148336445,14.824166,6.7,216
Twister,Twister,1996-05-10,92000000,494471524,32.079995000000004,6.1,950
Cast Away,Cast Away,2000-12-22,90000000,429632142,57.739713,7.5,3218
Happy Feet,Happy Feet,2006-11-16,100000000,384335608,37.272385,5.9,1410
The Bourne Supremacy,The Bourne Supremacy,2004-07-23,75000000,288500217,53.213931,7.2,2825
Air Force One,Air Force One,1997-07-25,85000000,315156409,36.38795,6.2,840
Ocean's Eleven,Ocean's Eleven,2001-12-07,85000000,450717150,60.929352,7.2,3783
The Three Musketeers,The Three Musketeers,2011-08-31,75000000,132274484,36.605246,5.6,924
Hotel Transylvania,Hotel Transylvania,2012-09-20,85000000,358375603,56.257411,6.8,2566
Enchanted,Enchanted,2007-11-20,85000000,340487652,29.21998,6.6,1449
Safe House,Safe House,2012-02-09,85000000,208076205,34.773106,6.3,1345
102 Dalmatians,102 Dalmatians,2000-10-07,85000000,183611771,9.895061,5.1,313
Tower Heist,Tower Heist,2011-11-02,75000000,152930623,36.743324,5.8,932
The Holiday,The Holiday,2006-12-08,85000000,194168700,44.967453000000006,6.7,1225
Enemy of the State,Enemy of the State,1998-11-20,90000000,250649836,41.207568,6.7,1240
It's Complicated,It's Complicated,2009-12-23,85000000,219103655,16.479851,6.2,360
Ocean's Thirteen,Ocean's Thirteen,2007-06-07,85000000,311312624,42.069993,6.5,1999
Open Season,Open Season,2006-09-29,85000000,197309027,26.61951,6.1,656
Divergent,Divergent,2014-03-14,85000000,288747895,80.316463,6.9,4663
Enemy at the Gates,Enemy at the Gates,2001-03-13,68000000,96976270,41.273567,7.2,999
The Rundown,The Rundown,2003-09-26,85000000,80916492,24.107835,6.4,514
Last Action Hero,Last Action Hero,1993-06-18,85000000,137298489,32.044191,6.1,712
Memoirs of a Geisha,Memoirs of a Geisha,2005-12-06,85000000,162242962,16.595874,7.3,652
The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,2006-06-03,85000000,158468292,8.282876,6.1,1705
Meet Joe Black,Meet Joe Black,1998-11-12,90000000,142940100,36.069611,6.9,1147
Collateral Damage,Collateral Damage,2002-02-06,85000000,78382433,18.827753,5.5,427
Mirror Mirror,Mirror Mirror,2012-03-15,85000000,183018522,48.126296999999994,5.5,1114
Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010-07-27,60000000,47664559,38.885195,7.2,2126
The Core,The Core,2003-03-28,60000000,74208267,29.211254999999998,5.4,516
Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,2000-07-27,84000000,123307945,17.783361,4.7,332
Scooby-Doo,Scooby-Doo,2002-06-14,84000000,275650703,31.435539000000002,5.4,820
Dredd,Dredd,2012-09-07,50000000,41037742,57.67393199999999,6.6,1940
Click,Click,2006-06-22,82500000,237681299,41.176631,6.0,2104
Creepshow,Creepshow,1982-11-12,8000000,21028755,13.661289000000002,6.7,226
Cats & Dogs 2 : The Revenge of Kitty Galore,Cats & Dogs 2 : The Revenge of Kitty Galore,2010-07-30,85000000,112483764,11.77398,4.9,119
Jumper,Jumper,2008-02-10,85000000,222231186,21.218000000000004,5.9,1799
Hellboy II: The Golden Army,Hellboy II: The Golden Army,2008-07-11,85000000,160388063,58.57976,6.5,1527
Zodiac,Zodiac,2007-03-02,65000000,84785914,51.970905,7.3,2023
The 6th Day,The 6th Day,2000-11-17,82000000,96085477,18.447479,5.7,595
Bruce Almighty,Bruce Almighty,2003-05-23,80000000,484572835,109.68478799999998,6.4,3012
The Expendables,The Expendables,2010-08-03,80000000,274470394,77.58066099999999,6.0,2926
Mission: Impossible,Mission: Impossible,1996-05-22,80000000,457696359,75.290998,6.7,2631
The Hunger Games,The Hunger Games,2012-03-12,75000000,691210692,68.550698,6.9,9455
The Hangover Part II,The Hangover Part II,2011-05-25,80000000,254455986,58.040149,6.2,3739
Batman Returns,Batman Returns,1992-06-19,80000000,280000000,59.113174,6.6,1673
Over the Hedge,Over the Hedge,2006-04-22,80000000,343397247,36.32705,6.3,1074
Lilo & Stitch,Lilo & Stitch,2002-06-21,80000000,145771527,55.659988,7.1,1314
Charlotte's Web,Charlotte's Web,2006-12-15,85000000,144000000,14.132582999999999,5.8,288
Deep Impact,Deep Impact,1998-05-08,75000000,140464664,34.070054,5.9,855
The Longest Yard,The Longest Yard,2005-05-19,82000000,190320568,26.065735,6.2,785
Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011-12-14,75000000,342695435,23.473004,5.4,484
Grown Ups 2,Grown Ups 2,2013-07-11,80000000,246984278,45.589568,5.8,1155
Get Smart,Get Smart,2008-06-19,80000000,230685453,23.496054,6.0,1051
Something's Gotta Give,Something's Gotta Give,2003-12-12,80000000,266728738,16.939441,6.3,410
Shutter Island,Shutter Island,2010-02-18,80000000,294804195,81.91469599999999,7.8,6336
Four Christmases,Four Christmases,2008-11-26,80000000,163733697,19.500892999999998,5.3,331
Robots,Robots,2005-03-10,75000000,260696994,29.558157,6.0,1333
Face/Off,Face/Off,1997-06-27,80000000,245676146,46.075037,6.8,1583
Bedtime Stories,Bedtime Stories,2008-12-24,80000000,212874442,23.531720999999997,5.9,901
Road to Perdition,Road to Perdition,2002-07-12,80000000,181001478,49.078546,7.3,1077
Just Go with It,Just Go with It,2011-02-10,80000000,214918407,37.02665,6.3,1543
Con Air,Con Air,1997-06-01,75000000,224012234,45.154631,6.5,1270
Eagle Eye,Eagle Eye,2008-09-25,80000000,178066569,46.887983,6.3,1018
Cold Mountain,Cold Mountain,2003-12-24,79000000,173013509,24.598479,6.7,533
The Book of Eli,The Book of Eli,2010-01-14,80000000,157107755,32.363538,6.6,2164
Flubber,Flubber,1997-11-26,80000000,177977226,11.503960000000001,5.3,695
The Haunting,The Haunting,1999-07-23,80000000,91188905,19.375768,5.2,369
Space Jam,Space Jam,1996-11-15,80000000,250200000,36.125715,6.5,1288
The Day the Earth Stood Still,The Day the Earth Stood Still,2008-12-10,80000000,233093859,41.890722,5.2,1043
Conspiracy Theory,Conspiracy Theory,1997-08-07,75000000,136982834,22.179658,6.5,431
Fury,Fury,2014-10-15,68000000,211817906,139.575085,7.4,3946
Six Days Seven Nights,Six Days Seven Nights,1998-06-12,70000000,164000000,18.264635000000002,5.6,332
Yogi Bear,Yogi Bear,2010-12-11,80000000,201584141,11.187696,5.2,220
Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002-05-24,80000000,122563539,41.670544,7.4,831
Zookeeper,Zookeeper,2011-07-06,80000000,169852759,27.462640000000004,5.3,498
Lost in Space,Lost in Space,1998-04-03,80000000,136159423,17.455023999999998,5.0,388
The Manchurian Candidate,The Manchurian Candidate,2004-07-30,80000000,96105964,21.394281,6.2,393
Hotel Transylvania 2,Hotel Transylvania 2,2015-09-21,80000000,473226958,61.692197,6.7,1497
Fantasia 2000,Fantasia 2000,1999-12-17,80000000,90874570,14.530945999999998,7.0,292
The Time Machine,The Time Machine,2002-03-04,80000000,123729176,25.978555,5.8,631
Swordfish,Swordfish,2001-06-07,102000000,147080413,36.788745,6.1,932
The Legend of Zorro,The Legend of Zorro,2005-10-24,75000000,142400065,31.054334000000004,5.9,893
What Dreams May Come,What Dreams May Come,1998-10-02,85000000,71485043,21.891078,6.8,577
The Brothers Grimm,The Brothers Grimm,2005-08-26,88000000,105316267,40.138009000000004,5.6,818
Mars Attacks!,Mars Attacks!,1996-12-12,70000000,101371017,44.090534999999996,6.1,1509
Surrogates,Surrogates,2009-09-24,80000000,122444772,36.664991,5.9,1195
Thirteen Days,Thirteen Days,2000-12-24,80000000,34566746,18.261210000000002,6.9,189
Daylight,Daylight,1996-12-06,80000000,159212469,16.681269,5.8,378
Walking With Dinosaurs,Walking With Dinosaurs,2013-12-18,80000000,126546518,10.088006,5.2,133
Battlefield Earth,Battlefield Earth,2000-05-10,44000000,21400000,7.89147,3.0,255
Looney Tunes: Back in Action,Looney Tunes: Back in Action,2003-11-14,80000000,68514844,16.715631,5.6,297
Nine,Nine,2009-12-03,80000000,53825515,9.357733999999999,5.1,165
Timeline,Timeline,2003-11-26,80000000,19480739,11.22268,5.4,318
The Postman,The Postman,1997-12-25,80000000,17626234,14.564667000000002,6.1,299
Babe: Pig in the City,Babe: Pig in the City,1998-11-25,90000000,69131860,11.356079,5.2,305
The Last Witch Hunter,The Last Witch Hunter,2015-10-21,90000000,146936910,52.612025,5.7,1316
Red Planet,Red Planet,2000-11-10,80000000,33463969,13.800656,5.4,267
Arthur et les Minimoys,Arthur and the Invisibles,2006-12-13,86000000,107944236,27.097932,6.0,639
A Sound of Thunder,A Sound of Thunder,2005-05-15,80000000,5989640,7.342892,4.8,111
Pompeii,Pompeii,2014-02-18,130000000,117831631,50.561849,5.2,1267
A Beautiful Mind,A Beautiful Mind,2001-12-11,60000000,313542341,59.248437,7.7,3009
The Lion King,The Lion King,1994-06-23,45000000,788241776,90.457886,8.0,5376
Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012-01-19,79000000,355692760,40.723459000000005,5.8,1030
Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013-09-26,78000000,248384621,41.247402,6.4,915
Red Dragon,Red Dragon,2002-09-29,78000000,209196298,10.083905,6.7,1115
Hidalgo,Hidalgo,2004-03-05,100000000,108103450,16.759252,6.5,318
Jack and Jill,Jack and Jill,2011-11-11,79000000,149673788,22.132417999999998,4.1,604
2 Fast 2 Furious,2 Fast 2 Furious,2003-06-05,76000000,236350661,10.520961,6.2,2028
The Little Prince,The Little Prince,2015-07-29,64000000,97571250,35.384423,7.6,756
The Invasion,The Invasion,2007-08-17,80000000,15071514,15.673154,5.7,359
The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle,2000-06-30,76000000,35134820,8.981427,3.9,87
The Secret Life of Pets,The Secret Life of Pets,2016-06-18,75000000,875958308,31.482871999999997,5.9,3462
The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,2003-07-11,78000000,179265204,47.436675,5.7,1155
Despicable Me 2,Despicable Me 2,2013-06-25,76000000,970761885,136.886704,7.0,4637
Independence Day,Independence Day,1996-06-25,75000000,816969268,60.442593,6.7,3260
The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997-05-23,73000000,229074524,2.502487,6.2,2487
Madagascar,Madagascar,2005-05-25,75000000,532680671,48.110909,6.6,3237
Children of Men,Children of Men,2006-09-22,76000000,69959751,35.387874,7.4,2071
X-Men,X-Men,2000-07-13,75000000,296339527,4.6689099999999994,6.8,4097
Wanted,Wanted,2008-06-19,75000000,258270008,73.82289,6.4,2528
The Rock,The Rock,1996-06-06,75000000,335062621,51.469576,6.9,1456
Ice Age: The Meltdown,Ice Age: The Meltdown,2006-03-23,80000000,660940780,85.11505799999999,6.5,2951
50 First Dates,50 First Dates,2004-02-13,75000000,196482882,61.437585999999996,6.6,2105
Hairspray,Hairspray,2007-07-13,50000000,90450008,31.160542,6.5,709
Exorcist: The Beginning,Exorcist: The Beginning,2004-08-20,80000000,78000586,15.761384,4.7,183
Now You See Me,Now You See Me,2013-05-29,75000000,117698894,71.124686,7.3,5487
Grown Ups,Grown Ups,2010-06-24,80000000,271430189,38.864027,6.0,1705
The Terminal,The Terminal,2004-06-17,60000000,219417255,57.753914,7.0,1910
Hotel for Dogs,Hotel for Dogs,2009-01-16,35000000,73034460,13.25753,5.7,202
Vertical Limit,Vertical Limit,2000-12-08,75000000,215663859,13.318744,5.9,283
Charlie Wilson's War,Charlie Wilson's War,2007-12-19,75000000,119000410,18.70031,6.5,338
Shark Tale,Shark Tale,2004-09-20,75000000,367275019,47.094369,5.8,1557
